States,Years,Quarters,District,Transaction_count,Transaction_amount
Assam,2021,1,sonitpur district,669242,1689369790.428941
Assam,2021,1,hojai district,220269,591418708.8113766
Assam,2021,1,marigaon district,298011,918760114.9692956
Assam,2021,1,chirang district,127192,321319197.0773881
Assam,2021,1,cachar district,614703,1577581912.681296
Assam,2021,1,nalbari district,197323,506378435.7122495
Assam,2021,1,west karbi anglong district,41137,84887268.51304872
Assam,2021,1,dhemaji district,231336,615209792.8336076
Assam,2021,1,karimganj district,304173,916185934.3111196
Assam,2021,1,bongaigaon district,321020,874996649.1810182
Assam,2021,1,dima hasao district,104846,283821933.2230361
Assam,2021,1,baksa district,260583,764921383.8988845
Assam,2021,1,charaideo district,138143,380869059.43503374
Assam,2021,1,darrang district,259665,757825643.4042199
Assam,2021,1,kamrup metropolitan district,9400818,24003716533.697933
Assam,2021,1,hailakandi district,189886,515905421.9034898
Assam,2021,1,barpeta district,768249,2378951523.3799777
Assam,2021,1,goalpara district,400249,1203600745.346328
Assam,2021,1,biswanath district,197774,446301042.8269607
Assam,2021,1,jorhat district,388882,856404785.4295708
Assam,2021,2,tinsukia district,606143,1318534292.526462
Assam,2021,2,lakhimpur district,361975,751021666.6941358
Assam,2021,2,kamrup district,737877,1686926641.0395188
Assam,2021,2,kokrajhar district,291109,760467202.4006457
Assam,2021,2,karbi anglong district,275847,664132421.6116568
Assam,2021,2,sivasagar district,303100,635897961.4545786
Assam,2021,2,dibrugarh district,870918,1976153977.772892
Assam,2021,2,south salmara mancachar district,213176,702484951.4538276
Assam,2021,2,nagaon district,928187,2446953429.3994994
Assam,2021,2,dhubri district,528440,1316708576.798175
Assam,2021,2,golaghat district,382567,828266419.210104
Assam,2021,2,udalguri district,229956,535712130.3641451
Assam,2021,2,majuli district,44407,85365999.51292944
Assam,2021,2,sonitpur district,848080,1929013770.5926268
Assam,2021,2,hojai district,285880,717552682.8425927
Assam,2021,2,marigaon district,452067,1213004303.8796182
Assam,2021,2,chirang district,173228,416705187.8542394
Assam,2021,2,cachar district,743120,1680050955.980187
Assam,2021,2,nalbari district,265787,614926960.4062058
Assam,2021,2,west karbi anglong district,51169,93322156.33253613
Assam,2021,2,dhemaji district,299375,707439590.8525485
Assam,2021,2,karimganj district,376322,1008636324.559234
Assam,2021,2,bongaigaon district,445957,1107075859.501885
Assam,2021,2,dima hasao district,127333,291445306.0089373
Assam,2021,2,baksa district,333425,874733682.7849679
Assam,2021,2,charaideo district,169721,406368639.266593
Assam,2021,2,darrang district,373027,991719331.0625446
Assam,2021,2,kamrup metropolitan district,12113618,26948905679.32875
Assam,2021,2,hailakandi district,258553,622102715.3474636
Assam,2021,2,barpeta district,1094358,2927546915.444962
Assam,2021,2,goalpara district,544911,1475602701.250786
Assam,2021,2,biswanath district,255222,546335899.8896878
Assam,2021,2,jorhat district,448050,911359043.2389444
Assam,2021,3,tinsukia district,726497,1620117007.206979
Assam,2021,3,lakhimpur district,433255,930738036.1633754
Assam,2021,3,kamrup district,957373,2112276358.418825
Assam,2021,3,kokrajhar district,366661,966061545.1374367
Assam,2021,3,karbi anglong district,338533,828250761.6786599
Assam,2021,3,sivasagar district,350815,733449637.2748528
Assam,2021,3,dibrugarh district,1116075,2517711536.27678
Assam,2021,3,south salmara mancachar district,245208,682772092.1272931
Assam,2021,3,nagaon district,1156024,2903215135.784227
Assam,2021,3,dhubri district,668723,1682447560.5368931
Assam,2021,3,golaghat district,446587,965096814.5378057
Assam,2021,3,udalguri district,291168,657660643.9182184
Assam,2021,3,majuli district,51208,102034225.95327789
Assam,2021,3,sonitpur district,1030160,2385666128.443201
Assam,2021,3,hojai district,368350,874185464.7310761
Assam,2021,3,marigaon district,554657,1470486045.681389
Assam,2021,3,chirang district,220676,528538770.57299644
Assam,2021,3,cachar district,998685,2285248942.880948
Assam,2021,3,nalbari district,318284,722110352.781739
Assam,2021,3,west karbi anglong district,57137,112522665.5361256
Assam,2021,3,dhemaji district,359737,848544237.4544444
Assam,2021,3,karimganj district,524239,1393649226.029473
Assam,2021,3,bongaigaon district,548175,1331228200.275841
Assam,2021,3,dima hasao district,149975,353350846.5920651
Assam,2021,3,baksa district,418859,1074324607.675174
Assam,2021,3,charaideo district,201059,479392451.000507
Assam,2021,3,darrang district,498938,1241235475.745712
Assam,2021,3,kamrup metropolitan district,16840668,36123082534.661125
Assam,2021,3,hailakandi district,360281,801449299.0694864
Assam,2021,3,barpeta district,1436928,3522432994.68204
Assam,2021,3,goalpara district,650085,1747257315.993659
Assam,2021,3,biswanath district,288131,620203649.3743759
Assam,2021,3,jorhat district,531290,1083758709.111414
Assam,2021,4,tinsukia district,924326,2099664801.031059
Assam,2021,4,lakhimpur district,560279,1263722648.481591
Assam,2021,4,kamrup district,1326629,2906827875.9780297
Assam,2021,4,kokrajhar district,529425,1392051533.964034
Assam,2021,4,karbi anglong district,448701,1157896438.235495
Assam,2021,4,sivasagar district,452511,991840782.9964149
Assam,2021,4,dibrugarh district,1489321,3247229901.080471
Assam,2021,4,south salmara mancachar district,314595,919174483.7722924
Assam,2021,4,nagaon district,1599255,4181552742.898879
Assam,2021,4,dhubri district,947815,2452971274.528925
Assam,2021,4,golaghat district,597064,1337575801.951691
Assam,2021,4,udalguri district,406086,917680978.0577191
Assam,2021,4,majuli district,65312,129028300.4276244
Assam,2021,4,sonitpur district,1437714,3119948215.769207
Assam,2021,4,hojai district,527676,1247022294.095103
Assam,2021,4,marigaon district,846244,2372441369.988904
Assam,2021,4,chirang district,298090,751602013.9126096
Assam,2021,4,cachar district,1424029,3288405319.03048
Assam,2021,4,nalbari district,437199,1015183560.998429
Assam,2021,4,west karbi anglong district,72436,155335117.4559282
Assam,2021,4,dhemaji district,450526,1098025411.044142
Assam,2021,4,karimganj district,719693,2011084236.744081
Assam,2021,4,bongaigaon district,760610,1900609318.3116772
Assam,2021,4,dima hasao district,188499,461001023.11421895
Assam,2021,4,baksa district,575080,1530357403.562703
Assam,2021,4,charaideo district,255415,657528333.4175942
Assam,2021,4,darrang district,772608,2012722511.5476182
Assam,2021,4,kamrup metropolitan district,22903930,48177919267.3695
Assam,2021,4,hailakandi district,494043,1131182051.5056121
Assam,2021,4,barpeta district,2145496,5341626359.64399
Assam,2021,4,goalpara district,920783,2590433257.901761
Assam,2021,4,biswanath district,368466,837297984.1361362
Assam,2021,4,jorhat district,760505,1488025280.261267
Assam,2022,1,tinsukia district,1110108,2471991459.737616
Assam,2022,1,lakhimpur district,725851,1653871930.753217
Assam,2022,1,kamrup district,1708845,3838019247.4239674
Assam,2022,1,kokrajhar district,703834,1794915585.468485
Assam,2022,1,karbi anglong district,576671,1480533626.526407
Assam,2022,1,sivasagar district,570136,1201010320.385499
Assam,2022,1,dibrugarh district,1830668,3721424814.9586678
Assam,2022,1,south salmara mancachar district,424292,1357660615.53992
Assam,2022,1,nagaon district,2049272,5405490459.948576
Assam,2022,1,dhubri district,1247298,3380205337.130154
Assam,2022,1,golaghat district,753488,1681747448.4110463
Assam,2022,1,udalguri district,547716,1168300625.428216
Assam,2022,1,majuli district,89346,172837394.19285652
Assam,2022,1,sonitpur district,1805856,3651941482.298712
Assam,2022,1,hojai district,665166,1595056089.1451938
Assam,2022,1,marigaon district,1027786,2790138101.722805
Assam,2022,1,chirang district,363645,951303010.3050022
Assam,2022,1,cachar district,1869862,4225305321.2857337
Assam,2022,1,nalbari district,571467,1369285179.166545
Assam,2022,1,west karbi anglong district,88219,186901516.61209762
Assam,2022,1,dhemaji district,562489,1369239048.8460479
Assam,2022,1,karimganj district,962907,2759677605.069689
Assam,2022,1,bongaigaon district,1014501,2661981437.2454042
Assam,2022,1,dima hasao district,216314,509944077.09921765
Assam,2022,1,baksa district,731895,1944006764.8451731
Assam,2022,1,charaideo district,311136,742058516.3146229
Assam,2022,1,darrang district,1205741,2732173374.6894693
Assam,2022,1,kamrup metropolitan district,28908435,60093746992.89226
Assam,2022,1,hailakandi district,652625,1476770132.029495
Assam,2022,1,barpeta district,2846523,7413611760.549711
Assam,2022,1,goalpara district,1299073,3720380319.732235
Assam,2022,1,biswanath district,470228,990785769.7113907
Assam,2022,1,jorhat district,978493,1768122527.237476
Assam,2022,2,tinsukia district,1393042,2864342184.623848
Assam,2022,2,lakhimpur district,949594,1949181060.629253
Assam,2022,2,kamrup district,2122755,4247651138.552457
Assam,2022,2,kokrajhar district,941658,2134593237.405254
Assam,2022,2,karbi anglong district,663418,1596022243.6550171
Assam,2022,2,sivasagar district,694978,1292419445.258157
Assam,2022,2,dibrugarh district,2372318,4426557091.530312
Assam,2022,2,south salmara mancachar district,532090,1518417902.485162
Assam,2022,2,nagaon district,2624899,6401629329.647786
Assam,2022,2,dhubri district,1748061,4095843491.511972
Assam,2022,2,golaghat district,928135,1870905474.8373482
Assam,2022,2,udalguri district,731430,1374405319.608431
Assam,2022,2,majuli district,105899,192613565.73612753
Assam,2022,2,sonitpur district,2331103,4228702694.6406846
Assam,2022,2,hojai district,832316,1885347223.235883
Assam,2022,2,marigaon district,1362294,3195268221.1941223
Assam,2022,2,chirang district,483371,1142819737.07108
Assam,2022,2,cachar district,2208886,4390976386.361718
Assam,2022,2,nalbari district,711088,1547056523.5514271
Assam,2022,2,west karbi anglong district,98911,208934121.882908
Assam,2022,2,dhemaji district,698448,1532877539.60587
Assam,2022,2,karimganj district,1164306,2886007289.474466
Assam,2022,2,bongaigaon district,1380703,3242058585.814122
Assam,2022,2,dima hasao district,228456,545715522.4659376
Assam,2022,2,baksa district,905373,2132096440.241951
Assam,2022,2,charaideo district,382915,812357268.893158
Assam,2022,2,darrang district,1764727,3227701241.992287
Assam,2022,2,kamrup metropolitan district,37896005,70515346667.22395
Assam,2022,2,hailakandi district,787208,1571435620.282404
Assam,2022,2,barpeta district,3782074,8597920826.987381
Assam,2022,2,goalpara district,1660385,4241626695.28664
Assam,2022,2,biswanath district,604714,1221547710.8569942
Assam,2022,2,jorhat district,1243165,2020664284.239387
Assam,2022,3,tinsukia district,1596815,3042250714.0585
Assam,2022,3,lakhimpur district,1107100,2067093940.620087
Assam,2022,3,kamrup district,2430234,4614592326.476387
Assam,2022,3,kokrajhar district,1067899,2284375602.779279
Assam,2022,3,karbi anglong district,859889,1828335931.769407
Assam,2022,3,sivasagar district,747403,1314001865.700468
Assam,2022,3,dibrugarh district,2307181,3933628296.025187
Assam,2022,3,south salmara mancachar district,605276,1484669445.1835501
Assam,2022,3,nagaon district,2968058,6558107158.010572
Assam,2022,3,dhubri district,2223747,4556385241.834756
Assam,2022,3,golaghat district,1053657,2034519777.287187
Assam,2022,3,udalguri district,863753,1579156771.5001862
Assam,2022,3,majuli district,134355,225690807.1441371
Assam,2022,3,sonitpur district,3096898,5410346627.41358
Assam,2022,3,hojai district,1043820,2113483858.3325522
Assam,2022,3,marigaon district,1489205,3238457317.646788
Assam,2022,3,chirang district,715691,1537298774.948396
Assam,2022,3,cachar district,2665315,5192449137.351445
Assam,2022,3,nalbari district,794013,1648877908.71653
Assam,2022,3,west karbi anglong district,109757,205472736.92329702
Assam,2022,3,dhemaji district,772797,1515654182.855371
Assam,2022,3,karimganj district,1334451,3178134072.435217
Assam,2022,3,bongaigaon district,1668882,3479985149.628884
Assam,2022,3,dima hasao district,288848,678521294.5272696
Assam,2022,3,baksa district,994859,2149845145.961889
Assam,2022,3,charaideo district,653536,1267458929.209504
Assam,2022,3,darrang district,1805090,3233214492.573066
Assam,2022,3,kamrup metropolitan district,39606017,69410860235.2296
Assam,2022,3,hailakandi district,1560929,2991549159.652971
Assam,2022,3,barpeta district,4561028,9149960686.489628
Assam,2022,3,goalpara district,2054687,4590076568.303604
Assam,2022,3,biswanath district,668091,1279949511.7036178
Assam,2022,3,jorhat district,2264530,3694675386.605816
Assam,2022,4,tinsukia district,1847473,3636219479.501451
Assam,2022,4,lakhimpur district,1397791,2505469638.516078
Assam,2022,4,kamrup district,3473735,6488564510.007879
Assam,2022,4,kokrajhar district,1249751,2609828653.3645363
Assam,2022,4,karbi anglong district,1030879,2189719279.796463
Assam,2022,4,sivasagar district,883421,1544157685.457902
Assam,2022,4,dibrugarh district,2781759,4540236249.409073
Assam,2022,4,south salmara mancachar district,763570,1935371793.7394412
Assam,2022,4,nagaon district,3466436,7442294882.997084
Assam,2022,4,dhubri district,2801543,5696918774.408015
Assam,2022,4,golaghat district,1247652,2348259381.786536
Assam,2022,4,udalguri district,1048339,1929847430.1772633
Assam,2022,4,majuli district,170716,264376860.9660782
Assam,2022,4,sonitpur district,3570910,5955878582.0059595
Assam,2022,4,hojai district,1188838,2311470243.430886
Assam,2022,4,marigaon district,1732867,3678892463.487752
Assam,2022,4,chirang district,763852,1640747076.199343
Assam,2022,4,cachar district,3169492,6146128032.607636
Assam,2022,4,nalbari district,956563,1913556549.936222
Assam,2022,4,west karbi anglong district,139542,264423911.3807878
Assam,2022,4,dhemaji district,913590,1749366721.703061
Assam,2022,4,karimganj district,1635099,3857130937.197542
Assam,2022,4,bongaigaon district,2301942,4663672960.523356
Assam,2022,4,dima hasao district,323049,753858279.4564474
Assam,2022,4,baksa district,1159058,2539432688.237523
Assam,2022,4,charaideo district,620063,1222334993.4406872
Assam,2022,4,darrang district,1903379,3947924967.053905
Assam,2022,4,kamrup metropolitan district,48873033,84183380553.41818
Assam,2022,4,hailakandi district,1179854,2307448482.382268
Assam,2022,4,barpeta district,5914147,12025232756.808722
Assam,2022,4,goalpara district,2471469,5401152298.290414
Assam,2022,4,biswanath district,770207,1431848172.336092
Assam,2022,4,jorhat district,2231248,3528373897.52103
Assam,2023,1,tinsukia district,3283559,6117150816.0
Assam,2023,1,lakhimpur district,2476912,4343543762.0
Assam,2023,1,kamrup district,4930296,9371100434.0
Assam,2023,1,kokrajhar district,2355923,4909355126.0
Assam,2023,1,karbi anglong district,1520698,3214908329.0
Assam,2023,1,sivasagar district,1570623,2672941443.0
Assam,2023,1,dibrugarh district,3760225,5608974753.0
Assam,2023,1,south salmara mancachar district,1508825,4356922804.0
Assam,2023,1,nagaon district,6685799,14229904732.0
Assam,2023,1,dhubri district,4783556,10188898480.0
Assam,2023,1,golaghat district,2224582,4026121612.0
Assam,2023,1,udalguri district,1639335,2999218033.0
Assam,2023,1,majuli district,252765,402870909.00000006
Assam,2023,1,sonitpur district,5085643,8045533284.999999
Assam,2023,1,hojai district,2133438,4081301237.0
Assam,2023,1,marigaon district,3358524,7072156482.0
Assam,2023,1,chirang district,1227227,2669479936.0
Assam,2023,1,cachar district,5638260,10760387455.0
Assam,2023,1,nalbari district,1785728,3606569741.0
Assam,2023,1,west karbi anglong district,258669,468615052.0
